Order_ID,Order_Date,Origin_City,Destination_City,Route_Type,Transportation_Mode,Product_Category,Base_Lead_Time_Days,Scheduled_Lead_Time_Days,Actual_Lead_Time_Days,Delay_Days,Delivery_Status,Disruption_Event,Geopolitical_Risk_Index,Weather_Severity_Index,Inflation_Rate_Pct,Shipping_Cost_USD,Order_Weight_Kg,Mitigation_Action_Taken
ORD-0CE933E2,6/10/2024,"Santos, BR","Shanghai, CN",Commodity,Sea,Pharmaceuticals,35,36,34,0,On Time,None,0.84,0.7,4.98,1758.12,1911,Standard Shipping
ORD-E5AD5669,6/17/2024,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18,19,18,0,On Time,None,0.36,2.1,3.58,1317.84,1938,Standard Shipping
ORD-5F187E1F,6/29/2025,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Auto Parts,24,27,23,0,On Time,None,0.46,7.3,3.27,394.93,541,Standard Shipping
ORD-8F3B098C,8/19/2024,"Hamburg, DE","New York, US",Atlantic,Sea,Semiconductors,12,15,12,0,On Time,None,0.69,3.6,3.12,7656.55,9061,Standard Shipping
ORD-CA751F33,7/10/2025,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18,21,18,0,On Time,None,0.46,9.2,4.6,3007.6,4120,Standard Shipping
ORD-0B880D81,8/16/2025,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Semiconductors,7,9,7,0,On Time,None,0.63,6.5,4.83,5873.7,7207,Standard Shipping
ORD-2DCF9649,11/12/2024,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Textiles,24,27,34,7,Late,Geopolitical Conflict (Route Diversion),0.21,4.9,2.57,3311.52,3421,Re-routing
ORD-DAE969C6,6/26/2024,"Santos, BR","Shanghai, CN",Commodity,Sea,Pharmaceuticals,35,36,35,0,On Time,None,0.18,4.2,2.57,1341.66,2274,Standard Shipping
ORD-B3A595E9,11/7/2025,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24,25,24,0,On Time,None,0.56,3.2,3.13,1496.04,1918,Standard Shipping
ORD-01C0B418,6/24/2025,"Shanghai, CN","Los Angeles, US",Pacific,Air,Semiconductors,2,3,2,0,On Time,None,0.17,3.5,4.08,5888.02,915,Standard Shipping
ORD-8F62B932,6/3/2025,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,20,18,0,On Time,None,0.63,9.3,4.51,7757.98,9519,Standard Shipping
ORD-11F0EE59,9/12/2024,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Textiles,24,26,43,17,Late,Geopolitical Conflict (Route Diversion),0.58,9.7,3.79,10687.12,8455,Re-routing
ORD-E67C291F,5/11/2024,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24,27,24,0,On Time,None,0.22,9.1,4.7,1636.63,2683,Standard Shipping
ORD-71F99A5F,9/16/2025,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Textiles,7,9,11,2,Late,Severe Weather (Typhoon/Storm),0.9,0.8,4.01,1574.34,1381,Standard Shipping
ORD-ABFFD2F8,3/22/2024,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Pharmaceuticals,28,29,28,0,On Time,None,0.75,3.3,3.75,7523.25,8598,Standard Shipping
ORD-3FB828B0,6/30/2024,"Santos, BR","Shanghai, CN",Commodity,Sea,Textiles,35,36,34,0,On Time,None,0.63,8.7,4.02,6401.82,7855,Standard Shipping
ORD-A35ED349,10/29/2024,"Hamburg, DE","New York, US",Atlantic,Sea,Raw Materials,12,15,13,0,On Time,None,0.29,8.3,2.03,3557.82,5516,Standard Shipping
ORD-78195786,4/12/2024,"Santos, BR","Shanghai, CN",Commodity,Sea,Semiconductors,35,38,35,0,On Time,None,0.83,8.1,3.12,4852.24,5303,Standard Shipping
ORD-F14D1C21,4/15/2025,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,19,18,0,On Time,None,0.21,2.7,4.07,5899.35,9751,Standard Shipping
ORD-088C056E,9/20/2024,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Consumer Electronics,28,29,29,0,On Time,None,0.16,4.5,4.49,3667.92,6324,Standard Shipping
ORD-AF9925E3,5/18/2025,"Santos, BR","Shanghai, CN",Commodity,Sea,Auto Parts,35,37,35,0,On Time,None,0.24,1.5,1.45,80.6,130,Standard Shipping
ORD-62418BBA,2/23/2025,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Consumer Electronics,28,31,28,0,On Time,None,0.33,5.7,5.06,187.53,282,Standard Shipping
ORD-6C1D48B1,11/5/2024,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12,13,12,0,On Time,None,0.29,1.4,4.25,720.47,1117,Standard Shipping
ORD-7E71330B,6/13/2024,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12,15,17,2,Late,Port Congestion,0.64,5.6,2.01,7134.82,7910,Standard Shipping
ORD-1837575C,4/26/2025,"Mumbai, IN","Felixstowe, UK",Suez,Air,Pharmaceuticals,3,4,3,0,On Time,None,0.42,2.8,1.98,35145,4500,Standard Shipping
ORD-BA6E7888,3/5/2025,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24,26,44,18,Late,Geopolitical Conflict (Route Diversion),0.23,5.1,5.12,7479.38,7601,Re-routing
ORD-677B21C9,8/26/2024,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12,13,12,0,On Time,None,0.36,4.8,4.49,2173.28,3196,Standard Shipping
ORD-27BCCEF3,12/12/2025,"Santos, BR","Shanghai, CN",Commodity,Sea,Consumer Electronics,35,37,34,0,On Time,None,0.43,5.4,2.08,4594.59,6426,Standard Shipping
ORD-5E9ED75A,2/28/2025,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Raw Materials,7,10,6,0,On Time,None,0.13,4.6,2.62,669.52,1185,Standard Shipping
ORD-67052C57,2/25/2025,"Santos, BR","Shanghai, CN",Commodity,Sea,Perishable Foods,35,38,35,0,On Time,None,0.65,8.9,2.69,1205.33,1461,Standard Shipping
ORD-13C537BE,10/23/2024,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Consumer Electronics,28,30,26,0,On Time,None,0.33,6.6,5.66,3329.66,5007,Standard Shipping
ORD-97ED1640,6/25/2025,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12,13,12,0,On Time,None,0.67,7.1,2.76,3786.72,4535,Standard Shipping
ORD-45551CCF,7/26/2024,"Hamburg, DE","New York, US",Atlantic,Sea,Raw Materials,12,15,12,0,On Time,None,0.38,8,4.82,3561.09,5161,Standard Shipping
ORD-071B4ED6,9/30/2024,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12,13,12,0,On Time,None,0.61,1.6,0.93,231.84,288,Standard Shipping
ORD-7DFEDC87,11/6/2025,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Textiles,24,27,23,0,On Time,None,0.67,0.2,3.32,4589.99,5497,Standard Shipping
ORD-FF717E27,12/20/2025,"Santos, BR","Shanghai, CN",Commodity,Sea,Auto Parts,35,36,36,0,On Time,None,0.52,4.5,3.74,6941.08,9133,Standard Shipping
ORD-17B4C73C,12/20/2024,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Auto Parts,24,26,43,17,Late,Geopolitical Conflict (Route Diversion),0.56,0.9,2.47,10762.75,8624,Re-routing
ORD-40E6C88E,7/10/2024,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Semiconductors,3,4,2,0,On Time,None,0.84,6.5,3.75,83297.72,8231,Standard Shipping
ORD-FEE12F5E,5/19/2024,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Consumer Electronics,7,9,8,0,On Time,None,0.84,6,4.09,6029.68,6554,Standard Shipping
ORD-BDB0D320,2/2/2025,"Hamburg, DE","New York, US",Atlantic,Air,Semiconductors,2,3,3,0,On Time,None,0.2,6.7,3.95,47559.6,7206,Standard Shipping
ORD-6F9DBE38,8/25/2024,"Hamburg, DE","New York, US",Atlantic,Sea,Auto Parts,12,15,12,0,On Time,None,0.76,4.6,1.43,2358.4,2680,Standard Shipping
ORD-2FC80D25,2/2/2024,"Santos, BR","Shanghai, CN",Commodity,Sea,Textiles,35,37,35,0,On Time,None,0.88,5,3.69,4122.84,4386,Standard Shipping
ORD-499226AD,7/27/2025,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24,26,36,10,Late,Geopolitical Conflict (Route Diversion),0.83,6,1.68,8034.43,5488,Re-routing
ORD-0A252589,4/30/2025,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Consumer Electronics,28,30,30,0,On Time,None,0.77,1,5.66,5928.61,6699,Standard Shipping
ORD-A71FEF51,10/5/2025,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,20,17,0,On Time,None,0.32,0.4,3.23,1050.72,1592,Standard Shipping
ORD-EA230AEB,6/3/2024,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18,19,18,0,On Time,None,0.72,9.8,3.59,2248.9,2615,Standard Shipping
ORD-0894F9B0,8/24/2024,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12,14,12,0,On Time,None,0.64,4.5,1.92,3585.04,4372,Standard Shipping
ORD-20C51233,5/14/2024,"Hamburg, DE","New York, US",Atlantic,Sea,Auto Parts,12,13,12,0,On Time,None,0.88,7.4,3.13,9263.7,9855,Standard Shipping
ORD-38193B93,10/23/2025,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,21,18,0,On Time,None,0.41,7.5,4.43,4404.84,6248,Standard Shipping
ORD-4F4477EF,12/3/2024,"Santos, BR","Shanghai, CN",Commodity,Sea,Consumer Electronics,35,38,35,0,On Time,None,0.33,7.9,4.51,3079.62,4631,Standard Shipping
ORD-74B591A4,6/7/2025,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Perishable Foods,7,10,7,0,On Time,None,0.86,5.5,3.9,5795.76,6232,Standard Shipping
ORD-6B64B0B0,3/29/2025,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Auto Parts,7,9,7,0,On Time,None,0.55,2,2.63,6503.8,8392,Standard Shipping
ORD-CCC6E9A0,4/10/2024,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,19,18,0,On Time,None,0.33,1.1,2.56,5896.56,8867,Standard Shipping
ORD-013C6D1D,12/14/2024,"Hamburg, DE","New York, US",Atlantic,Sea,Consumer Electronics,12,13,12,0,On Time,None,0.12,10,4.66,1640.24,2929,Standard Shipping
ORD-751D4789,10/21/2024,"Shanghai, CN","Los Angeles, US",Pacific,Air,Pharmaceuticals,2,4,2,0,On Time,None,0.78,4.8,3.1,18180.03,1857,Standard Shipping
ORD-EDC70A82,5/12/2025,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24,26,24,0,On Time,None,0.81,0.2,2.45,7527.79,8318,Standard Shipping
ORD-D56F6B00,1/23/2025,"Santos, BR","Shanghai, CN",Commodity,Sea,Perishable Foods,35,37,34,0,On Time,None,0.76,2.7,2.78,4890.16,5557,Standard Shipping
ORD-A587B6D8,6/15/2025,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Pharmaceuticals,3,4,3,0,On Time,None,0.55,1.6,2.55,44901.18,5267,Standard Shipping
ORD-9C7BE57E,2/18/2024,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Textiles,7,9,7,0,On Time,None,0.33,6.1,3.49,1041.39,1566,Standard Shipping
ORD-9A634782,4/23/2025,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Semiconductors,18,19,15,0,On Time,None,0.77,5.1,5.23,4102.86,4636,Standard Shipping
ORD-61EC9A53,8/29/2024,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Consumer Electronics,7,9,6,0,On Time,None,0.42,7.8,5.68,4877.7,6870,Standard Shipping
ORD-906882F8,7/30/2025,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Auto Parts,24,25,24,0,On Time,None,0.78,9.8,1.95,5175.35,5815,Standard Shipping
ORD-0C2A73EB,2/1/2024,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Pharmaceuticals,28,30,28,0,On Time,None,0.15,0.8,3.79,4921.42,8559,Standard Shipping
ORD-4C7D8B33,9/16/2025,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Auto Parts,28,29,28,0,On Time,None,0.5,6.7,3.01,2930.25,3907,Standard Shipping
ORD-F0F8F329,4/11/2025,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,21,17,0,On Time,None,0.11,3.1,4.68,3723.5,6709,Standard Shipping
ORD-EBD70F29,2/6/2025,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Auto Parts,28,29,28,0,On Time,None,0.65,3,0.48,2758.8,3344,Standard Shipping
ORD-9E886B46,9/22/2024,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Perishable Foods,7,8,7,0,On Time,None,0.61,8.3,2.76,7250.63,9007,Standard Shipping
ORD-962CE0F9,3/15/2025,"Santos, BR","Shanghai, CN",Commodity,Sea,Auto Parts,35,37,35,0,On Time,None,0.65,2.1,1.98,7477.8,9064,Standard Shipping
ORD-0B284F78,8/22/2024,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Auto Parts,7,8,17,9,Late,Severe Weather (Typhoon/Storm),0.58,2.4,5.31,3750.29,3956,Standard Shipping
ORD-9955D03E,10/14/2025,"Santos, BR","Shanghai, CN",Commodity,Sea,Raw Materials,35,36,35,0,On Time,None,0.2,4.7,3.56,2722.2,4537,Standard Shipping
ORD-2B3859C7,11/20/2024,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Consumer Electronics,28,29,27,0,On Time,None,0.43,9.3,4.78,1574.43,2202,Standard Shipping
ORD-F7AEE91D,6/27/2024,"Santos, BR","Shanghai, CN",Commodity,Sea,Pharmaceuticals,35,38,36,0,On Time,None,0.82,1.9,3.4,1683.5,1850,Standard Shipping
ORD-96F207EE,6/23/2025,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Consumer Electronics,28,29,28,0,On Time,None,0.66,5.2,2.51,1898.21,2287,Standard Shipping
ORD-F72C59FC,5/6/2025,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Perishable Foods,24,26,23,0,On Time,None,0.51,6.3,3.46,1262.36,1672,Standard Shipping
ORD-06534179,11/18/2025,"Tokyo, JP","Singapore, SG",Intra-Asia,Air,Pharmaceuticals,2,5,4,0,On Time,None,0.36,3.5,4.56,39359.76,5262,Standard Shipping
ORD-D758BB37,2/22/2025,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,20,17,0,On Time,None,0.64,2.2,4.29,3243.1,3955,Standard Shipping
ORD-6767ADE0,11/18/2025,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,27,24,0,On Time,None,0.2,1.1,6.1,5005.8,8343,Standard Shipping
ORD-EFAC65BA,10/9/2025,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Textiles,7,8,7,0,On Time,None,0.11,2.9,4.24,1353.65,2439,Standard Shipping
ORD-67ECBD2D,2/3/2025,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,27,24,0,On Time,None,0.32,3.1,1.26,6029.76,9136,Standard Shipping
ORD-0798C29D,8/12/2024,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Consumer Electronics,7,8,8,0,On Time,None,0.23,1,3.21,82.41,134,Standard Shipping
ORD-660FC175,9/17/2025,"Hamburg, DE","New York, US",Atlantic,Air,Semiconductors,2,4,2,0,On Time,None,0.9,4.1,3.72,49010.5,4690,Standard Shipping
ORD-1C221EBC,6/3/2025,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Consumer Electronics,28,30,28,0,On Time,None,0.24,1,2.23,2063.36,3328,Standard Shipping
ORD-3A08E980,10/10/2025,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Perishable Foods,28,31,47,16,Late,Geopolitical Conflict (Route Diversion),0.59,8.8,2.79,9369.55,7366,Re-routing
ORD-D3BF0DCE,4/25/2025,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24,25,24,0,On Time,None,0.45,1.5,5.44,3740.28,5159,Standard Shipping
ORD-A2B00114,1/31/2025,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Pharmaceuticals,3,4,3,0,On Time,None,0.68,6.7,4.57,52353.84,5666,Standard Shipping
ORD-6BC1F6FB,10/1/2024,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Pharmaceuticals,18,20,18,0,On Time,None,0.6,3.3,4.09,5736,7170,Standard Shipping
ORD-6FDFAA71,10/10/2025,"Hamburg, DE","New York, US",Atlantic,Sea,Raw Materials,12,14,11,0,On Time,None,0.66,2.1,2.45,5098.69,6143,Standard Shipping
ORD-C9B742B9,10/2/2024,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Semiconductors,3,5,3,0,On Time,None,0.23,9.3,4.75,31612.85,4673,Standard Shipping
ORD-8CA09329,8/9/2025,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Perishable Foods,24,26,24,0,On Time,None,0.81,1.2,4.96,5814.62,6425,Standard Shipping
ORD-6AE8A465,11/1/2024,"Hamburg, DE","New York, US",Atlantic,Air,Pharmaceuticals,2,4,3,0,On Time,None,0.6,1.9,4.44,35103.2,3989,Standard Shipping
ORD-C291F5D3,2/15/2025,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Raw Materials,28,31,28,0,On Time,None,0.72,8.6,2.27,4707.64,5474,Standard Shipping
ORD-8D169A32,6/23/2024,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,21,19,0,On Time,None,0.52,5.1,3.2,4147.32,5457,Standard Shipping
ORD-FABFF3D5,1/14/2024,"Shanghai, CN","Los Angeles, US",Pacific,Air,Pharmaceuticals,2,4,3,0,On Time,None,0.44,9.5,0.98,12870,1625,Standard Shipping
ORD-5EA03642,11/26/2024,"Tokyo, JP","Singapore, SG",Intra-Asia,Air,Pharmaceuticals,2,5,2,0,On Time,None,0.31,2.5,2.73,34540.77,4794,Standard Shipping
ORD-F00E9B3B,2/15/2025,"Santos, BR","Shanghai, CN",Commodity,Air,Semiconductors,4,5,4,0,On Time,None,0.88,3.9,5.05,95034.94,9191,Standard Shipping
ORD-2F5D3DB1,12/2/2024,"Hamburg, DE","New York, US",Atlantic,Sea,Consumer Electronics,12,13,11,0,On Time,None,0.58,9,2.63,7688.28,9732,Standard Shipping
ORD-597AB8DD,10/30/2024,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,21,17,0,On Time,None,0.42,5.3,1.83,5250.45,7395,Standard Shipping
ORD-42AB483B,5/1/2025,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,21,19,0,On Time,None,0.36,8.7,3.91,6264.16,9212,Standard Shipping
ORD-6ECD1CD2,11/27/2025,"Hamburg, DE","New York, US",Atlantic,Sea,Raw Materials,12,13,11,0,On Time,None,0.53,7.1,1.15,395.5,517,Standard Shipping
ORD-8D38422B,12/10/2025,"Santos, BR","Shanghai, CN",Commodity,Sea,Raw Materials,35,37,35,0,On Time,None,0.19,3.8,1.32,3862.14,6491,Standard Shipping
ORD-3B1E9337,10/12/2024,"Shanghai, CN","Los Angeles, US",Pacific,Air,Semiconductors,2,5,3,0,On Time,None,0.85,7.5,5.63,83465.53,8203,Standard Shipping
ORD-59101345,10/28/2025,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Pharmaceuticals,28,31,28,0,On Time,None,0.89,9.2,3.46,7593.08,8035,Standard Shipping
ORD-48E97C50,9/16/2025,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Semiconductors,3,6,3,0,On Time,None,0.22,9.6,3.37,15842.31,2361,Standard Shipping
ORD-9944AC42,7/11/2024,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Consumer Electronics,7,9,8,0,On Time,None,0.22,1.5,4.56,4701.88,7708,Standard Shipping
ORD-FFC124B7,3/13/2025,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18,19,18,0,On Time,None,0.87,5,5.27,175.78,188,Standard Shipping
ORD-E1AC2374,4/2/2025,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,19,22,3,Late,Port Congestion,0.77,4.4,2.23,1865.23,1916,Standard Shipping
ORD-0BAF591E,10/23/2024,"Hamburg, DE","New York, US",Atlantic,Air,Pharmaceuticals,2,5,1,0,On Time,None,0.73,4.7,5.1,30904.72,3248,Standard Shipping
ORD-C79B5515,10/6/2024,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Auto Parts,28,29,28,0,On Time,None,0.47,9.5,5.22,5532.35,7527,Standard Shipping
ORD-A64A00A5,11/4/2025,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Perishable Foods,28,31,29,0,On Time,None,0.61,3.7,3.68,2643.62,3284,Standard Shipping
ORD-571113B7,8/3/2025,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,20,26,6,Late,Severe Weather (Typhoon/Storm),0.16,0.3,4.89,3816.86,5484,Standard Shipping
ORD-734C6AF3,11/5/2025,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,19,24,5,Late,Port Congestion,0.22,4.6,1.03,1337.97,1994,Standard Shipping
ORD-15800252,11/11/2025,"Hamburg, DE","New York, US",Atlantic,Sea,Semiconductors,12,15,12,0,On Time,None,0.19,0.7,2.38,1648.15,2770,Standard Shipping
ORD-C2C9B403,1/26/2024,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Textiles,28,29,28,0,On Time,None,0.88,3.9,1.24,2684.64,2856,Standard Shipping
ORD-638DEEAD,3/27/2024,"Santos, BR","Shanghai, CN",Commodity,Sea,Consumer Electronics,35,36,35,0,On Time,None,0.22,0.4,4.11,722.85,1185,Standard Shipping
ORD-93A0AEE7,7/5/2024,"Santos, BR","Shanghai, CN",Commodity,Sea,Consumer Electronics,35,37,35,0,On Time,None,0.33,8.9,0.93,3807.79,5726,Standard Shipping
ORD-89C4D23F,6/19/2024,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Semiconductors,18,21,19,0,On Time,None,0.28,5,2.18,99.84,156,Standard Shipping
ORD-285DC9B3,5/18/2024,"Hamburg, DE","New York, US",Atlantic,Sea,Raw Materials,12,14,13,0,On Time,None,0.66,1.2,4.57,4731,5700,Standard Shipping
ORD-23A10D11,1/19/2025,"Santos, BR","Shanghai, CN",Commodity,Sea,Textiles,35,37,36,0,On Time,None,0.59,4,3.36,1186.14,1492,Standard Shipping
ORD-C08EE966,4/27/2025,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Raw Materials,28,29,28,0,On Time,None,0.53,6.5,2.68,1210.23,1582,Standard Shipping
ORD-81EF0761,11/4/2024,"Hamburg, DE","New York, US",Atlantic,Sea,Auto Parts,12,13,12,0,On Time,None,0.73,0.7,2.7,6902.7,7980,Standard Shipping
ORD-DA1FF365,1/5/2025,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Textiles,28,29,28,0,On Time,None,0.58,8.8,3.77,2623.59,3321,Standard Shipping
ORD-E2ED28A5,9/27/2025,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Textiles,24,27,24,0,On Time,None,0.85,5.6,4.18,5843.23,6317,Standard Shipping
ORD-4D3C5BAE,5/5/2024,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Auto Parts,24,27,24,0,On Time,None,0.22,0.2,4.61,3844.22,6302,Standard Shipping
ORD-FD3D9F20,12/7/2024,"Santos, BR","Shanghai, CN",Commodity,Sea,Consumer Electronics,35,37,34,0,On Time,None,0.46,4.1,1.33,3757.31,5147,Standard Shipping
ORD-D0AEFD06,2/5/2025,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Auto Parts,24,26,24,0,On Time,None,0.29,1.6,4.96,1945.97,3017,Standard Shipping
ORD-758DDAA7,5/30/2024,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Perishable Foods,7,8,9,1,Late,None,0.39,2.8,5.72,480.25,691,Standard Shipping
ORD-D139F9A8,10/20/2024,"Hamburg, DE","New York, US",Atlantic,Sea,Auto Parts,12,13,11,0,On Time,None,0.32,6.5,3.31,4041.84,6124,Standard Shipping
ORD-80FCB67C,1/28/2024,"Santos, BR","Shanghai, CN",Commodity,Sea,Consumer Electronics,35,36,35,0,On Time,None,0.74,8.9,3.83,3140.7,3610,Standard Shipping
ORD-F5B1D45B,3/2/2025,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Consumer Electronics,28,31,28,0,On Time,None,0.83,6.9,2.59,7483.78,8179,Standard Shipping
ORD-29C991FD,3/9/2024,"Santos, BR","Shanghai, CN",Commodity,Sea,Raw Materials,35,36,34,0,On Time,None,0.63,3.8,2.69,6135.32,7528,Standard Shipping
ORD-A1DAE8B2,3/22/2024,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,21,21,0,On Time,Port Congestion,0.44,2.7,2.51,1373.33,1734,Standard Shipping
ORD-28A9AC7F,4/3/2024,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Pharmaceuticals,28,29,26,0,On Time,None,0.46,1.4,2.36,4091.65,5605,Standard Shipping
ORD-28BB1F35,6/20/2024,"Tokyo, JP","Singapore, SG",Intra-Asia,Air,Pharmaceuticals,2,3,4,1,Late,None,0.49,7.9,-0.12,59815.31,7299,Standard Shipping
ORD-B0DC655B,11/7/2024,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Semiconductors,18,19,18,0,On Time,None,0.57,7,4.19,372.87,475,Standard Shipping
ORD-AC2D648E,4/8/2024,"Santos, BR","Shanghai, CN",Commodity,Sea,Raw Materials,35,37,35,0,On Time,None,0.83,2,3.91,1481.38,1619,Standard Shipping
ORD-E3C4837C,12/24/2024,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24,26,24,0,On Time,None,0.79,5.9,4.97,7914.49,8843,Standard Shipping
ORD-0F9925A5,4/15/2025,"Santos, BR","Shanghai, CN",Commodity,Sea,Perishable Foods,35,38,36,0,On Time,None,0.11,1.3,5.71,3850.59,6938,Standard Shipping
ORD-EF497BB3,9/29/2024,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,26,24,0,On Time,None,0.77,5.7,5.22,8314.58,9395,Standard Shipping
ORD-974084CF,5/11/2025,"Hamburg, DE","New York, US",Atlantic,Sea,Consumer Electronics,12,15,16,1,Late,Port Congestion,0.57,8.3,3.12,3996.28,4628,Standard Shipping
ORD-16697635,2/7/2025,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,26,25,0,On Time,None,0.32,4.3,4.66,6411.24,9714,Standard Shipping
ORD-2515CD46,11/18/2025,"Santos, BR","Shanghai, CN",Commodity,Sea,Perishable Foods,35,38,35,0,On Time,None,0.23,9.9,4.49,2566.39,4173,Standard Shipping
ORD-9163989A,5/4/2025,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18,21,18,0,On Time,None,0.17,4.7,2.25,941.85,1610,Standard Shipping
ORD-41A87E07,3/20/2024,"Hamburg, DE","New York, US",Atlantic,Sea,Consumer Electronics,12,14,12,0,On Time,None,0.2,4.9,5.14,5142.6,8571,Standard Shipping
ORD-33984CDF,11/22/2024,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Pharmaceuticals,18,20,18,0,On Time,None,0.29,1.2,3.12,5886.91,9127,Standard Shipping
